type,vmag,bmag,ra,de,smax,smin,angl,morp,snam,ids
Sy2,13.5,14.1875,197.30994466780342,62.17494563724435,0.01549983366087354,0.00949993936184086,135.1822297886697,-1,NGC 5007,NGC 5007|UGC 8240|PGC 45605|MCG+10-19-042|SDSS J130914.39+621029.9
GiP,13.5,14.5,193.87114932637732,27.521364458614343,0.01466655058213204,0.010833320353874198,21.93354059485038,S...,NGC 4807,NGC 4807|UGC 8049|PGC 44037|MCG+05-31-006|SDSS J125529.09+273117.1|SDSS J125529.10+273117.1
GiG,13.5,14.5625,249.1548097514836,36.200439733172075,0.014999949190993265,0.0116666034326157,111.90581936148153,-4.9,NGC 6194,NGC 6194|PGC 58598|MCG+06-36-054|SDSS J163637.15+361201.5|SDSS J163637.15+361201.6
LIN,13.5,14.6875,226.73506897075507,12.84682255515339,0.01833308150595927,0.011833302737046312,126.22976423975118,S,NGC 5852,NGC 5852|PGC 53974|MCG+02-38-045|SDSS J150656.41+125048.6
GiG,13.5,14.75,224.15053904920075,9.36975254116584,0.024332975804991948,0.014166666112251765,80.57218994026671,E4 ,IC 1079,IC 1079|UGC 9611|PGC 53418|MCG+02-38-026|SDSS J145636.15+092211.0
LIN,13.5,14.75,195.21492074368555,28.042830618724565,0.01983316180242322,0.012833285120218425,96.68662792832005,E5,NGC 4908,NGC 4908|PGC 44828|MCG+05-31-092
GiC,nan,13.5,196.47111547545586,27.551886866467836,0.018499994253801444,0.01466655058213204,105.63909347723857,,NGC 4960,NGC 4960|PGC 45312
rG,13.5,14.1875,196.46647094682027,41.72190318650749,0.014333151973270813,0.013499868894529313,54.833851487125955,S0+,NGC 4963,NGC 4963|UGC 8190|PGC 45315|MCG+07-27-030|SDSS J130551.95+414318.8|SDSS J130551.95+414318.9
GiC,13.5,14.375,192.19108671509437,35.33274616139205,0.020166560411284444,0.011333204823754474,40.95752988630225,SAbc ,NGC 4711,NGC 4711|IC 3804|UGC 7973|PGC 43286|MCG+06-28-033|SDSS J124845.86+351957.7
GiG,13.5,14.5,212.56346463173338,48.54611252590144,0.015332920913031364,0.012666585815787812,135.1822297886697,E ,NGC 5500,NGC 5500|UGC 9070|PGC 50588|MCG+08-26-008|SDSS J141015.23+483246.0
LIN,13.5,14.6875,249.13568522180756,39.02789216274705,0.023999577196130724,0.016166630878595992,40.95752988630225,3,NGC 6195,NGC 6195|UGC 10469|PGC 58596|MCG+07-34-118|SDSS J163632.56+390140.4|SDSS J163632.56+390140.3
LIN,13.5,15.0625,222.39341824370172,47.37616259278087,0.015833232269734765,0.011333204823754474,159.3538867707497,-1,NGC 5767,NGC 5767|UGC 9549|PGC 52942|SDSS J144934.42+472234.1
G,13.5,14.0,223.3678130306957,52.07619676067934,0.04083257840562604,0.02483328716169535,175.46832475880305,SAc ,NGC 5783,NGC 5783|NGC 5785|UGC 9586|PGC 53217|MCG+09-24-050|SDSS J145327.35+520411.1|SDSS J145328.27+520434.3
GiP,13.5,14.0625,208.89311221706552,59.74282455682969,0.03433279963671308,0.011999788598065362,59.98151917775411,SBa ,NGC 5379,NGC 5379|UGC 8860|PGC 49508|MCG+10-20-049|SDSS J135534.32+594434.0
AGN,13.5,14.1875,192.53633911726016,33.15914774106236,0.023666605474092623,0.02083293074218377,158.45864021585786,SBb ,NGC 4719,NGC 4719|UGC 7987|PGC 43428|MCG+06-28-035|SDSS J125008.71+330932.9
LIN,13.5,14.25,202.3173885747712,53.08205822917954,0.026332940571336175,0.01649960260063409,126.22976423975118,Sb ,NGC 5201,NGC 5201|UGC 8480|PGC 47324|MCG+09-22-069|SDSS J132916.21+530455.1|SDSS J132916.20+530455.1
LIN,13.5,14.5,192.74797935888216,47.671517047965125,0.019499763193561993,0.012666585815787812,170.9920919843438,3,NGC 4741,NGC 4741|UGC 8000|PGC 43504|MCG+08-23-098|SDSS J125059.52+474017.5|SDSS J125059.51+474017.5|SDSS J125059.52+474017.6|SDSS J125059.51+474017.4
LIN,13.5,14.5,223.1267893152643,29.807369009662224,0.01483303644315109,0.01483303644315109,29.990759588877054,S,NGC 5773,NGC 5773|UGC 9571|PGC 53124|MCG+05-35-022|SDSS J145230.42+294826.6
GiG,13.5,14.75,226.47202472543955,39.52219978317001,0.01833308150595927,0.010833320353874198,139.65846256312895,SB,NGC 5853,NGC 5853|UGC 9707|PGC 53894|MCG+07-31-030|SDSS J150553.28+393119.9
rG,13.5,14.875,194.84721067952876,27.911614147032164,0.012833285120218425,0.012166487902495974,0.0,SB0,NGC 4869,NGC 4869|PGC 44587|MCG+05-31-065|SDSS J125923.36+275441.6
H2G,13.5,13.1875,236.74531225605506,17.88421684163169,0.0249997730227144,0.011333204823754474,0.9931641468331487,SBd,NGC 5996,NGC 5996|PGC 56023|MCG+03-40-039|SDSS J154658.88+175303.0
GiG,13.5,13.5625,235.38662370559953,59.75524867092994,0.01466655058213204,0.013666568198959925,129.8107504593186,SAc ,NGC 5989,NGC 5989|UGC 9985|PGC 55802|MCG+10-22-034|SDSS J154132.79+594518.8
GiG,13.5,14.1875,219.548098039258,46.63835872844697,0.047333210948185246,0.008333257674238133,81.9150597726045,Sc ,NGC 5714,NGC 5714|UGC 9431|PGC 52307|MCG+08-27-011|SDSS J143811.51+463817.6
GiP,13.5,14.25,212.51837172283297,17.73378875535134,0.03866655466508589,0.03349951655797158,124.43927112996748,Sbc ,IC 983,IC 983|UGC 9061|PGC 50577|MCG+03-36-068|SDSS J141004.37+174401.8
LIN,13.5,14.6875,219.63868000803072,50.81524821724669,0.03166646453946953,0.02049995902014567,131.60124356910228,SBbc ,NGC 5720,NGC 5720|UGC 9439|PGC 52328|MCG+09-24-025|SDSS J143833.29+504854.7|SDSS J143833.28+504855.0
GiP,13.5,14.1875,223.26190411742547,3.2960149325820405,0.020166560411284444,0.010999806214893248,68.93398472667263,SABb ,IC 1066,IC 1066|UGC 9573|PGC 53176|MCG+01-38-009|SDSS J145302.85+031745.7
Sy2,13.5,14.5,215.61972839850378,37.12219083713816,0.017333312566198716,0.011999788598065362,94.89613481853635,-2,NGC 5596,NGC 5596|UGC 9208|PGC 51355|MCG+06-32-010|SDSS J142228.73+370719.9
LIN,13.5,14.5,219.81757632277166,20.043803128879105,0.023666605474092623,0.01716639981835654,173.67783164901934,E4 ,NGC 5710,NGC 5710|UGC 9440|PGC 52369|MCG+03-37-032|SDSS J143916.18+200237.3
G,13.5,14.25,206.71940451370912,16.27278567867632,0.026332940571336175,0.017833197036078993,121.75353146529191,Sc,NGC 5293,NGC 5293|UGC 8710|PGC 48854|MCG+03-35-024|SDSS J134652.67+161622.2
GiP,13.5,13.1875,214.26050709329297,36.57158196738679,0.01716639981835654,0.015999718130753814,56.84815623563262,0,NGC 5544,NGC 5544|UGC 9142|PGC 51018|MCG+06-31-090|SDSS J141702.52+363417.7
LSB,13.5,14.0625,217.07674435225078,13.780221692975283,0.03333303069695253,0.018499994253801444,81.9150597726045,SBd ,IC 1014,IC 1014|UGC 9275|PGC 51685|MCG+02-37-012|SDSS J142818.42+134648.8
GiG,13.5,14.6875,194.99061733134235,28.24666907676712,0.01633311673961504,0.015166435052012315,14.995379794438527,E0,NGC 4881,NGC 4881|UGC 8106|PGC 44686|MCG+05-31-075|SDSS J125957.74+281447.9
LIN,13.5,15.0,203.99118107239607,33.43001596807212,0.021833126568767448,0.009166540752979634,40.95752988630225,1,IC 4304,IC 4304|UGC 8586|PGC 47980|MCG+06-30-055|SDSS J133557.88+332548.0
G,13.5625,13.6875,259.2770954599285,40.84495812349669,0.03099966732174708,0.019499763193561993,169.2015988745601,SBcd ,NGC 6339,NGC 6339|UGC 10790|PGC 60003|MCG+07-35-059|SDSS J171706.45+405041.8
G,13.5625,13.875,245.42615484206053,55.08613135430953,0.01833308150595927,0.01649960260063409,174.5730782039112,Sc ,NGC 6143,NGC 6143|UGC 10358|PGC 57919|MCG+09-27-024|SDSS J162142.27+550510.1
rG,13.5625,14.375,217.6818308108222,29.18064109670565,0.02916661530324503,0.011833302737046312,167.41110576477638,3,NGC 5657,NGC 5657|UGC 9335|PGC 51850|MCG+05-34-060|SDSS J143043.59+291050.7|SDSS J143043.67+291049.5
LIN,13.5625,14.5625,198.89535451756834,29.67605520777415,0.022833322395351123,0.016999913957337492,149.50617466693933,-1,NGC 5052,NGC 5052|UGC 8330|PGC 46131|MCG+05-31-165|SDSS J131534.89+294033.9
IG,13.5625,14.125,225.67502361156915,23.33361838412889,0.023666605474092623,0.01799968289709804,40.95752988630225,Scd ,NGC 5829,NGC 5829|UGC 9673|PGC 53709|MCG+04-35-027|SDSS J150242.00+232001.0
GiP,13.5625,14.3125,227.86781486346658,75.38386896369865,0.016666515348476265,0.009333240057410246,52.81954673861929,S,NGC 5909,NGC 5909|UGC 9778|PGC 54223|MCG+13-11-010
GiP,13.5625,14.5625,201.79959193379258,55.4871659114268,0.01649960260063409,0.014999949190993265,34.91461564078224,SBcr,NGC 5164,NGC 5164|UGC 8458|PGC 47124|MCG+09-22-063|SDSS J132711.89+552913.8|SDSS J132711.89+552914.1
GiG,13.5625,14.875,195.22690089548973,28.007556106756038,0.015999718130753814,0.009666638666271472,50.80524199011262,E3,IC 4051,IC 4051|UGC 8129|PGC 44832|MCG+05-31-090|SDSS J130054.45+280027.4|SDSS J130054.45+280027.5
LIN,13.5625,14.0625,243.19555166291792,27.987321671339874,0.011616657674309984,0.008816493558016503,19.919235846343714,E/S0 ,NGC 6092,NGC 6092|UGC 10275|PGC 57500|MCG+05-38-037|SDSS J161246.92+275914.3
G,13.5625,14.1875,215.418743251987,13.232385880026937,0.013999753364409588,0.010666621049443586,80.57218994026671,,NGC 5583,NGC 5583|UGC 9196|PGC 51313|MCG+02-37-004|SDSS J142140.49+131356.6
GiG,13.5625,14.5,245.3663497056879,36.3766108024342,0.01549983366087354,0.012833285120218425,21.93354059485038,E/SO ,NGC 6126,NGC 6126|UGC 10353|PGC 57908|MCG+06-36-035|SDSS J162127.93+362235.8
rG,13.5625,14.875,223.38706050377678,3.0772277517672677,0.015332920913031364,0.011499904128185086,137.86796945334527,,IC 1068,IC 1068|PGC 53223|MCG+01-38-012|SDSS J145332.92+030438.2|SDSS J145332.08+030456.5|SDSS J145332.91+030438.3
GiG,13.5625,15.0,224.0828108933909,49.400429172192,0.012999984424649037,0.005499903107446624,62.66725884242966,Sbc ,NGC 5795,NGC 5795|UGC 9617|PGC 53402|MCG+08-27-035|SDSS J145620.53+492401.8
LIN,13.5625,15.25,190.90202511303795,41.018608852955076,0.014333151973270813,0.013166470285668088,9.959617923171857,-4.9,NGC 4655,NGC 4655|PGC 42823|MCG+07-26-042|SDSS J124336.49+410106.7
GiP,nan,13.5625,205.43233732689035,55.67376667955154,0.010166523136151748,0.00583330171630785,23.94784534335705,3,NGC 5279,NGC 5279|UGC 8678|PGC 48482|MCG+09-22-102
GiG,nan,13.5625,215.41006891174106,35.20496015221029,0.02566657024043685,0.02299980825637017,136.9727228984534,-5,NGC 5590,NGC 5590|NGC 5580|UGC 9200|PGC 51312|MCG+06-32-006
GiG,nan,13.5625,224.1002415361528,49.69615928778061,0.026332940571336175,0.016833001209495317,107.8772098644682,E7 ,NGC 5797,NGC 5797|UGC 9619|PGC 53408|MCG+08-27-036
rG,nan,13.5625,239.37559078467012,70.68911111693401,0.03249974761821103,0.021999612429786496,136.9727228984534,E,NGC 6048,NGC 6048|UGC 10124|PGC 56484|MCG+12-15-038
GiP,nan,13.5625,261.8204666615443,60.01407185933839,0.020333046272303496,0.014166666112251765,33.795557447167425,Sc,NGC 6381,NGC 6381|UGC 10871|PGC 60321|MCG+10-25-038
GiP,13.5625,12.875,206.93747879352927,38.30456829945358,0.014333151973270813,0.00733327529106602,89.97227876663116,SAb ,NGC 5303,NGC 5303|NGC 5303A|UGC 8725|PGC 48917|MCG+07-28-067|SDSS J134744.98+381816.6
GiP,13.5625,13.6875,233.6465647126472,15.19824153542977,0.016999913957337492,0.007999859065376907,18.91208347209038,SAbc ,NGC 5954,NGC 5954|UGC 9904|PGC 55482|MCG+03-40-006|SDSS J153435.08+151210.7
Sy2,13.5625,14.5,219.34222247729548,36.56783219353245,0.01649960260063409,0.00816655836980752,138.76321600823712,S,NGC 5695,NGC 5695|UGC 9421|PGC 52261|MCG+06-32-077|SDSS J143722.14+363404.2
Sy2,13.5625,15.0625,197.05039747934293,41.676338994554335,0.01916636458470077,0.013666568198959925,125.33451768485932,-1,NGC 4985,NGC 4985|UGC 8218|PGC 45522|MCG+07-27-032|SDSS J130812.09+414034.8
EmG,13.5625,13.5,224.40818744507195,29.968493172182814,0.02066644488116472,0.013833267503390539,45.88138593820743,SAd ,NGC 5798,NGC 5798|UGC 9628|PGC 53463|MCG+05-35-028|SDSS J145737.95+295805.7
G,13.5625,14.25,198.3859863300255,51.25834649436748,0.01716639981835654,0.007999859065376907,69.82923128156447,E ,NGC 5040,NGC 5040|PGC 45945|MCG+09-22-031|SDSS J131332.63+511530.0
GiG,13.5625,14.6875,214.1801294271403,10.885277602890481,0.017833197036078993,0.009999823831721134,169.2015988745601,,NGC 5531,NGC 5531|PGC 50999|MCG+02-36-061|SDSS J141643.21+105307.3
Sy2,13.5625,15.1875,246.8551943409672,42.67969036853456,0.0249997730227144,0.016999913957337492,125.33451768485932,-5,NGC 6159,NGC 6159|UGC 10397|PGC 58185|MCG+07-34-038|SDSS J162725.23+424046.9
GiP,13.5625,13.1875,183.94241751863225,48.13128781684992,0.015999718130753814,0.01033322244058236,134.28698323377785,SAd ,NGC 4218,NGC 4218|UGC 7283|PGC 39237|MCG+08-22-088|SDSS J121546.40+480751.0
rG,13.5625,14.375,236.9415026097745,28.641853576860274,0.017666284288236817,0.015833232269734765,162.93487299031713,SrD...,NGC 6001,NGC 6001|UGC 10036|PGC 56056|MCG+05-37-027|SDSS J154745.96+283830.0|SDSS J154745.96+283830.1
LIN,13.5625,14.375,240.66895540590363,37.35948868437731,0.020166560411284444,0.01749979842721777,62.66725884242966,Sbcr,NGC 6038,NGC 6038|UGC 10149|PGC 56812|MCG+06-35-026|SDSS J160240.55+372134.1
LIN,13.5625,14.375,255.9022989910254,62.025603551042025,0.010666621049443586,0.0074999745954966324,83.70555288238819,-5,NGC 6297,NGC 6297|UGC 10690|PGC 59525|SDSS J170336.55+620132.2
GiP,13.5625,14.5,214.0996288175825,39.50234783834737,0.013833267503390539,0.010666621049443586,10.96677029742519,1,NGC 5536,NGC 5536|UGC 9136|PGC 50986|MCG+07-29-057|SDSS J141623.86+393007.8
Sy2,13.5625,15.0,213.2136030180702,35.710742490438875,0.016833001209495317,0.011833302737046312,122.64877802018377,1,NGC 5517,NGC 5517|UGC 9100|PGC 50758|MCG+06-31-079|SDSS J141251.23+354239.2
LIN,13.5625,15.25,192.72057663993206,34.156830058031474,0.022666409647508948,0.016166630878595992,48.79093724160595,SB0 ,NGC 4737,NGC 4737|PGC 43490|MCG+06-28-036|SDSS J125052.94+340924.6
GiP,13.625,13.6875,200.35529379228012,38.53637808969462,0.02849981808552258,0.008499956978668746,127.12501079464303,IBm ,NGC 5107,NGC 5107|UGC 8396|PGC 46636|MCG+07-28-001|SDSS J132124.68+383215.4
AGN,13.625,14.125,238.22016866391414,40.64670505264791,0.023999577196130724,0.012666585815787812,173.67783164901934,SBcr,NGC 6013,NGC 6013|UGC 10080|PGC 56287|MCG+07-33-004|SDSS J155252.83+403848.2|SDSS J155252.84+403848.1
GiP,13.625,14.375,214.91794012166335,17.854666028187633,0.016833001209495317,0.008333257674238133,19.919235846343714,S0,IC 1000,IC 1000|UGC 9170|PGC 51201|MCG+03-37-003|SDSS J141940.30+175116.8
LIN,13.625,14.375,203.33399393083585,51.490323624243196,0.012166487902495974,0.012166487902495974,59.98151917775411,-4.9,NGC 5225,NGC 5225|UGC 8540|PGC 47731|MCG+09-22-078|SDSS J133320.16+512925.1
rG,13.625,14.6875,234.99151092249267,21.470836259717068,0.01549983366087354,0.003999929532688453,170.9920919843438,S,NGC 5975,NGC 5975|UGC 9963|PGC 55739|MCG+04-37-019|SDSS J153957.94+212814.3
GiP,13.625,14.875,209.96149040703887,38.18230108312119,0.045833130651721295,0.01483303644315109,142.34420222780452,Sab ,NGC 5403,NGC 5403|UGC 8919|PGC 49820|MCG+06-31-041|SDSS J135950.75+381056.2
BiC,13.625,15.0,261.86161172110445,58.51662801589406,0.0124998865113572,0.011499904128185086,99.81999087044153,-5,IC 1259b,IC 1259b|IC 1259E|PGC 60323|MCG+10-25-037a|SDSS J172726.78+583059.6
LIN,13.625,15.0,212.98328903925736,27.113996608589176,0.01883296597583954,0.0133331695900987,164.7253661001008,-5,IC 4384,IC 4384|UGC 9082|PGC 50690|MCG+05-33-054|SDSS J141156.01+270650.0
LIN,13.625,15.1875,216.99235053486612,26.504622498766313,0.01999964766344227,0.01716639981835654,86.83891582450967,E/S0,IC 4436,IC 4436|PGC 51654|MCG+05-34-045|SDSS J142758.18+263016.2
EmG,13.625,13.3125,233.3655434094362,56.559427063943275,0.052332909420634253,0.04116640390131039,57.74340279052448,Sbc ,NGC 5963,NGC 5963|TYC 3872-210-1|UGC 9906|PGC 55419|MCG+09-25-058|SDSS J153327.85+563334.9
GiP,13.625,14.375,203.91062582132497,75.03938154271991,0.020333046272303496,0.011499904128185086,176.3635713136949,E/S0,NGC 5262,NGC 5262|UGC 8606|PGC 47923
GiP,13.625,14.5625,243.89242220355592,19.4619751719789,0.025999968849298075,0.01833308150595927,153.9824074413986,-5,NGC 6098,NGC 6098|UGC 10299|PGC 57634|MCG+03-41-145|SDSS J161534.18+192743.1
LIN,13.625,14.5,232.05316354155337,42.92984604688626,0.010166523136151748,0.004833319333135736,4.9798089615859285,Sb ,NGC 5934,NGC 5934|UGC 9862|PGC 55178|MCG+07-32-011|SDSS J152812.76+425547.6|SDSS J152812.77+425547.6
LIN,13.625,14.5,210.64254222955913,14.55254447960078,0.020999843490025944,0.00583330171630785,53.9386049322341,-2,IC 970,IC 970|IC 970N|UGC 8949|PGC 50010|MCG+03-36-028|SDSS J140234.20+143309.1
LIN,13.625,14.5625,198.18650382512612,31.809365757284528,0.03449928549773213,0.008499956978668746,58.638649345416326,4,NGC 5025,NGC 5025|UGC 8292|PGC 45887|MCG+05-31-155|SDSS J131244.75+314833.7
GiG,13.625,14.875,229.68259612593886,41.86544985719905,0.015332920913031364,0.005999894299032681,155.77290055118232,1.0,NGC 5914,NGC 5914|NGC 5914A|PGC 54654|MCG+07-31-055|SDSS J151843.82+415155.6
LIN,13.625,14.875,243.60894203224373,35.109115522682096,0.018666480114820493,0.009833124527290522,158.45864021585786,-2.0,NGC 6097,NGC 6097|PGC 57583|MCG+06-36-007|SDSS J161426.17+350632.9
rG,13.625,15.25,252.08433252801524,62.97633173256189,0.01483303644315109,0.004666620028705123,55.95290968074077,E,NGC 6247,NGC 6247|UGC 10572|PGC 59023|SDSS J164820.26+625835.1|SDSS J164820.25+625835.1
AGN,13.625,14.0625,203.20296358179831,41.87184291426219,0.017333312566198716,0.013833267503390539,130.70599701421045,4,NGC 5214,NGC 5214|UGC 8531|PGC 47675|MCG+07-28-030|SDSS J133248.70+415218.5|SDSS J133248.70+415218.6
GiP,13.625,14.625,197.73463217001643,37.05894328542385,0.08033326992309968,0.025333171631575623,69.82923128156447,SABbc ,C 29,C 29|NGC 5005|UGC 8256|PGC 45749|MCG+06-29-052|SDSS J131056.27+370332.3
GiG,13.625,14.75,233.84354736831034,25.297063836528356,0.019499763193561993,0.017666284288236817,140.5537091180208,E1 ,IC 4556,IC 4556|PGC 55523|MCG+04-37-007|SDSS J153522.45+251749.6
LIN,13.625,14.75,198.7646246968543,24.618832882135305,0.015999718130753814,0.009999823831721134,18.91208347209038,Irr ,IC 860,IC 860|PGC 46086|MCG+04-31-015|SDSS J131503.51+243707.7|SDSS J131503.51+243707.8
LIN,13.625,14.75,214.59424379651813,11.195116327983396,0.024332975804991948,0.009999823831721134,12.981075045931858,-2,IC 994,IC 994|UGC 9153|PGC 51095|MCG+02-36-064|SDSS J141822.63+111142.5
GiP,13.625,14.75,226.6460716058698,2.004802888154123,0.01983316180242322,0.00816655836980752,149.50617466693933,SA0 ,NGC 5848,NGC 5848|NGC 5841|PGC 53941|MCG+00-39-001|SDSS J150635.03+020017.3
BiC,13.625,15.5625,232.37333548908686,7.573305213973177,0.009999823831721134,0.009333240057410246,54.833851487125955,E4 ,NGC 5931,NGC 5931|IC 1122|PGC 55233|MCG+01-39-023|SDSS J152929.62+073423.6
GiG,13.625,14.1875,234.47274439465187,59.39179381462608,0.045499305156036944,0.006166593603463294,138.76321600823712,Sab ,NGC 5981,NGC 5981|UGC 9948|PGC 55647|MCG+10-22-027|SDSS J153753.45+592330.3
LIN,13.625,15.0,226.7277470079648,56.508989532017324,0.018666480114820493,0.013499868894529313,3.9726565873325947,3,IC 1099,IC 1099|UGC 9731|PGC 53967|MCG+09-25-021|SDSS J150654.66+563032.4|SDSS J150654.65+563032.3|SDSS J150654.66+563032.6
PaG,13.6875,14.0625,210.22734869029242,40.98837160549943,0.01916636458470077,0.010833320353874198,62.66725884242966,SB,NGC 5410,NGC 5410|UGC 8931|PGC 49893|MCG+07-29-034|SDSS J140054.61+405918.9
GiG,13.6875,14.5625,194.83279898038003,28.084313772648635,0.01466655058213204,0.006999876682204794,112.80106591637339,S0...,NGC 4865,NGC 4865|UGC 8100|PGC 44578|MCG+05-31-064|SDSS J125919.88+280503.4|SDSS J125919.86+280503.4
GiG,13.6875,14.75,194.7575985976182,26.815677851305136,0.025166258883733448,0.010833320353874198,92.65801843130672,S0...,NGC 4859,NGC 4859|UGC 8097|PGC 44534|MCG+05-31-053|SDSS J125901.82+264856.3
LIN,13.6875,14.75,214.62388681751597,26.287856200172218,0.01916636458470077,0.004166628837119066,86.83891582450967,-2,NGC 5553,NGC 5553|UGC 9160|PGC 51105|MCG+05-34-017|SDSS J141829.73+261716.2
EmG,13.6875,15.0,217.77550002509972,25.35508629352761,0.029832558747321228,0.008499956978668746,44.98613938331558,3,NGC 5659,NGC 5659|UGC 9342|PGC 51875|MCG+04-34-044|SDSS J143106.13+252118.4
GiG,13.6875,15.0625,264.1249998082631,68.05867549396804,0.019499763193561993,0.01549983366087354,57.74340279052448,E/S0,NGC 6422,NGC 6422|PGC 60558|MCG+11-21-015|SDSS J173630.00+680330.9
LSB,13.6875,14.5625,203.51179741530962,47.91546749945587,0.03799975744736344,0.010499921745012972,168.30635231966824,Sd ,NGC 5229,NGC 5229|UGC 8550|PGC 47788|MCG+08-25-019|SDSS J133402.91+475455.0
GiG,nan,13.6875,191.66595445094714,54.534190597670005,0.03199943626150763,0.01116650551932386,1.9863282936662974,1,NGC 4686,NGC 4686|UGC 7946|PGC 43101|MCG+09-21-044
GiG,nan,13.6875,220.62047872008495,41.84235698761524,0.02916661530324503,0.020999843490025944,43.86708118970076,S0a ,NGC 5739,NGC 5739|UGC 9486|PGC 52531|MCG+07-30-052
GiG,nan,13.6875,223.56857961115904,42.55776807675526,0.024666374413853175,0.022666409647508948,64.9053752296593,S0A ,NGC 5784,NGC 5784|UGC 9592|PGC 53265|MCG+07-31-006
LIN,13.6875,14.5,212.38485518493755,14.831832622309875,0.018166595644940216,0.010999806214893248,171.88733853923566,SBab,IC 979,IC 979|UGC 9053|PGC 50530|MCG+03-36-061|SDSS J140932.36+144954.6
LIN,13.6875,14.5,214.88612510050942,17.87529149193378,0.014166666112251765,0.011499904128185086,143.23944878269637,Sab ,IC 999,IC 999|UGC 9168|PGC 51189|MCG+03-37-001|SDSS J141932.67+175231.1
G,13.6875,14.5,242.54518105014935,16.69963664330895,0.021833126568767448,0.010833320353874198,126.22976423975118,4,NGC 6073,NGC 6073|UGC 10235|PGC 57353|MCG+03-41-139|SDSS J161010.84+164158.5
G,13.6875,14.75,262.95957829056226,59.615489340133145,0.020166560411284444,0.009666638666271472,12.981075045931858,-3,NGC 6399,NGC 6399|UGC 10896|PGC 60442|MCG+10-25-059|SDSS J173150.30+593655.8|SDSS J173150.30+593655.7|SDSS J173150.28+593656.0
LIN,13.6875,15.1875,192.52957722998184,52.85013915591177,0.020166560411284444,0.009333240057410246,7.9453131746651895,S0,NGC 4732,NGC 4732|UGC 7988|PGC 43430|MCG+09-21-053|SDSS J125007.09+525100.3|SDSS J125007.11+525100.6|SDSS J125007.09+525100.4
G,nan,13.6875,254.86069514259853,49.92214292665963,0.018499994253801444,0.01633311673961504,55.95290968074077,S,NGC 6283,NGC 6283|UGC 10652|PGC 59386|MCG+08-31-018
GiG,13.6875,14.875,230.48038954175297,8.423880624145855,0.017833197036078993,0.011333204823754474,2.993480667919631,E/S0,IC 1116,IC 1116|PGC 54848|MCG+02-39-017|SDSS J152155.27+082525.5
GiG,13.6875,15.0625,254.18016241445517,27.82221038589129,0.01749979842721777,0.00516661122029118,108.77245641936005,-5,NGC 6263,NGC 6263|UGC 10618|PGC 59292|MCG+05-40-008|SDSS J165643.21+274919.5
G,nan,13.6875,233.0034887419122,68.24625980933327,0.016833001209495317,0.014333151973270813,2.993480667919631,Sc,IC 1129,IC 1129|UGC 9899|PGC 55330|MCG+11-19-010
GiG,nan,13.6875,231.19165812116137,68.73062950451386,0.013666568198959925,0.007166575986635407,32.90031089227557,S,NGC 5939,NGC 5939|UGC 9854|PGC 55022|MCG+12-15-007
G,13.6875,13.75,243.62579893911533,62.53665196512069,0.02299980825637017,0.006999876682204794,168.30635231966824,Sbc ,IC 1210,IC 1210|UGC 10304|PGC 57589|MCG+10-23-048|SDSS J161430.15+623212.1
LIN,13.6875,14.0,201.2546111399173,36.39950901162667,0.019666249054581045,0.017333312566198716,13.988227420185192,-3,NGC 5142,NGC 5142|UGC 8435|PGC 46919|MCG+06-30-006|SDSS J132501.10+362358.2
LIN,13.6875,14.0625,238.3465271635594,11.959179708355054,0.0258330561014559,0.01983316180242322,52.81954673861929,Sc ,NGC 6007,NGC 6007|UGC 10079|PGC 56309|MCG+02-40-018|SDSS J155323.17+115733.0
G,13.6875,14.1875,184.23255029419605,63.40988482031759,0.02883278980756068,0.008833142144118409,34.91461564078224,SAd ,NGC 4238,NGC 4238|UGC 7308|PGC 39366|MCG+11-15-041|SDSS J121655.81+632435.6|SDSS J121655.81+632435.7
GiG,13.6875,14.3125,184.10957956837913,47.025295775117335,0.018666480114820493,0.008833142144118409,122.64877802018377,3,NGC 4226,NGC 4226|UGC 7297|PGC 39312|MCG+08-22-090|SDSS J121626.29+470131.5|SDSS J121626.29+470131.6
GiP,13.6875,14.5,219.0464616258556,48.58452892488818,0.026166454710317127,0.017833197036078993,49.909995435220765,SABdm ,NGC 5693,NGC 5693|UGC 9406|PGC 52194|MCG+08-27-006|SDSS J143611.19+483506.1
EmG,13.6875,14.6875,204.0050463564112,49.960719835091865,0.03633319128988043,0.009166540752979634,161.14437988053342,Sb ,IC 902,IC 902|UGC 8593|PGC 47985|MCG+08-25-024|SDSS J133601.21+495739.0
AGN,13.6875,14.75,232.65247166008692,42.71715737122666,0.019499763193561993,0.013666568198959925,44.98613938331558,SBbc ,NGC 5947,NGC 5947|UGC 9877|PGC 55274|MCG+07-32-019|SDSS J153036.59+424301.7
LIN,13.6875,15.0625,215.31791599945927,23.480004705967886,0.009999823831721134,0.007999859065376907,0.0,,NGC 5581,NGC 5581|PGC 51282|MCG+04-34-021|SDSS J142116.30+232848.0
LIN,13.6875,15.1875,217.32133342642894,20.654536446346803,0.01033322244058236,0.004333328141549679,132.49649012399414,SBa,IC 1021,IC 1021|UGC 9296|PGC 51764|MCG+04-34-038|SDSS J142917.12+203916.3
