type,vmag,bmag,ra,de,smax,smin,angl,morp,snam,ids
GiG,14.875,15.0625,124.50669875745383,24.73531834333528,0.03083318146072803,0.003999929532688453,151.29666777672304,SAdm ,IC 2267,IC 2267|UGC 4315|PGC 23266|MCG+04-20-016|SDSS J081801.60+244407.1
LIN,14.875,15.5,136.16476616115432,5.5120561484141914,0.013666568198959925,0.004999911915860567,130.70599701421045,Sb ,IC 2432,IC 2432|PGC 25479|SDSS J090439.54+053043.4|SDSS J090439.54+053043.3
QSO,14.875,14.125,119.61711659480378,37.78661456412404,0.028165992589838228,0.017333312566198716,140.5537091180208,-5,NGC 2484,NGC 2484|UGC 4125|PGC 22350|MCG+06-18-004|SDSS J075828.11+374711.8|SDSS J075828.10+374711.8
G,nan,14.875,110.81681400021478,32.49534214619637,0.009999823831721134,0.005999894299032681,124.43927112996748,Sp,IC 2185,IC 2185|PGC 20889|MCG+05-18-008
GiG,nan,14.875,165.5996986157541,38.50506850253929,0.008883301345835686,0.007649811870413777,104.74384692234672,cG,IC 2620B,IC 2620B|UGC 6107|PGC 33301|MCG+07-23-013
GiG,nan,14.875,103.21676005790454,74.48065157804538,0.02233301103864772,0.017833197036078993,143.23944878269637,Sb,IC 451,IC 451|UGC 3550|PGC 19775|MCG+12-07-019
G,nan,14.875,112.51938208481292,34.02771557705614,0.017833197036078993,0.01116650551932386,102.95335381256302,6,NGC 2393,NGC 2393|UGC 3884|PGC 21154|MCG+06-17-014
GiG,nan,14.875,119.51030609656311,56.35962012505832,0.025166258883733448,0.008666656283099358,49.909995435220765,S0,NGC 2468,NGC 2468|UGC 4110|PGC 22325|MCG+09-13-095
PaG,nan,14.875,144.47921007932365,17.014943788606104,0.016166630878595992,0.00516661122029118,30.886006143768906,S,NGC 2933,NGC 2933|UGC 5132|PGC 27436|MCG+03-25-008
GiG,nan,14.875,153.47012959326935,38.654475475538725,0.015999718130753814,0.012666585815787812,155.77290055118232,-4.9,NGC 3159,NGC 3159|PGC 29825|MCG+07-21-021
GiG,nan,14.875,174.051402015484,59.97643068682245,0.020999843490025944,0.011499904128185086,108.77245641936005,S,NGC 3740,NGC 3740|UGC 6573|PGC 35883|MCG+10-17-023
G,nan,14.875,176.79970621295686,89.09326757139642,0.01899987872368172,0.016666515348476265,84.60079943728005,,Polarissima,NAME Polarissima Borealis|NAME Polarissima|NGC 3172|PGC 36847|MCG+15-01-011
rG,14.875,14.75,131.68566470724363,17.754933313474407,0.010666621049443586,0.005499903107446624,5.986961335839262,Sb ,IC 2398,IC 2398|PGC 24664|MCG+03-23-003|SDSS J084644.57+174517.6|SDSS J084644.57+174517.7
GiG,14.875,15.25,137.5120756164526,22.851775858941203,0.0,0.0,nan,SBb ,IC 2441C,IC 2441C|SDSS J091002.90+225106.4|SDSS J091002.89+225106.4
LSB,14.875,15.5,116.81787284650095,26.95105220065478,0.01033322244058236,0.007999859065376907,98.92474431554969,,IC 476,IC 476|PGC 21796|MCG+05-19-006|SDSS J074716.35+265703.6|SDSS J074716.35+265703.5
GiP,14.875,15.375,128.3460710333228,29.538618141295164,0.024666374413853175,0.022833322395351123,49.909995435220765,SBcd ,NGC 2604,NGC 2604|NGC 2604A|UGC 4469|PGC 23998|MCG+05-20-022|SDSS J083323.13+293219.7
G,14.875,15.1875,150.0270448930445,38.172223139000835,0.00949993936184086,0.007999859065376907,122.64877802018377,,IC 2527,IC 2527|PGC 28920|SDSS J100006.49+381019.9
GiP,14.875,15.5625,162.5645537938974,32.76821161863295,0.013166470285668088,0.00516661122029118,120.85828491040006,Sc ,IC 2608,IC 2608|PGC 32464|SDSS J105015.51+324605.3
LIN,14.875,16.0,141.25624871566995,38.34402630228874,0.008499956978668746,0.007833159760946295,59.98151917775411,,IC 2468,IC 2468|PGC 26691|MCG+07-20-007|SDSS J092501.49+382038.4
G,14.9375,15.25,149.31558506833932,33.97631157336263,0.010166523136151748,0.00949993936184086,14.995379794438527,S...,IC 2521,IC 2521|PGC 28740|MCG+06-22-035|SDSS J095715.74+335834.7
LIN,14.9375,15.5625,124.53656034450513,23.04774252396532,0.01633311673961504,0.003499938341102397,29.990759588877054,,IC 2269,IC 2269|PGC 23278|SDSS J081808.77+230251.0
GiG,14.9375,15.6875,140.7510469435208,22.61855051199467,0.00899984144854902,0.00733327529106602,102.95335381256302,,IC 2463,IC 2463|PGC 26557|SDSS J092300.25+223706.8
LIN,14.9375,15.9375,123.4649719656219,35.49280139930754,0.00899984144854902,0.008499956978668746,123.54402457507562,Sb ,IC 2234,IC 2234|PGC 2065350|SDSS J081351.64+352934.5|SDSS J081351.61+352934.4
G,14.9375,15.0,147.52999603437968,12.746120807351668,0.012666585815787812,0.00816655836980752,32.90031089227557,3,NGC 3019,NGC 3019|PGC 28295|MCG+02-25-044|SDSS J095007.20+124446.0
EmG,14.9375,15.25,157.0059409416663,32.7638505428479,0.0116666034326157,0.006833284099479963,102.95335381256302,Sb ,IC 2577,IC 2577|PGC 30797|MCG+06-23-018|SDSS J102801.45+324549.9
G,14.9375,15.5625,147.9623196880848,15.755644735858011,0.007666460456515682,0.005666602411877237,60.87676573264596,Sa ,IC 570,IC 570|PGC 28407|MCG+03-25-032|SDSS J095150.97+154520.6|SDSS J095150.98+154520.6
BiC,14.9375,14.375,162.9471536704448,55.38577175319797,0.00554995558745812,0.004999911915860567,84.60079943728005,Sa/E ,IC 644,IC 644|PGC 32587|MCG+09-18-041|SDSS J105147.39+552308.4|SDSS J105147.39+552308.3
G,14.9375,15.6875,152.51867058150827,36.50241947185125,0.013666568198959925,0.005999894299032681,120.85828491040006,,IC 2547,IC 2547|PGC 29582|SDSS J101004.48+363008.8
GiG,14.9375,15.6875,139.8951286178699,33.888082604759,0.011999788598065362,0.00733327529106602,43.86708118970076,3,NGC 2828,NGC 2828|PGC 26365|SDSS J091934.83+335317.1
G,14.9375,15.75,145.26697677743618,34.7329360239545,0.011999788598065362,0.006333292907893906,114.5915590261571,,IC 2497,IC 2497|PGC 165538|SDSS J094104.11+344358.4
G,14.9375,15.5,144.9672817370344,16.91792948918254,0.006999876682204794,0.00516661122029118,14.995379794438527,S,NGC 2949,NGC 2949|PGC 27573|MCG+03-25-017|SDSS J093952.14+165504.5
rG,14.9375,15.5625,148.99492134718557,34.036768992800994,0.00583330171630785,0.004166628837119066,89.97227876663116,,IC 2519,IC 2519|PGC 28660|SDSS J095558.80+340211.6
BiC,15.0,15.0,131.9713851806036,53.87622481454438,0.021833126568767448,0.019666249054581045,64.9053752296593,-4.9,NGC 2656,NGC 2656|PGC 24707|MCG+09-15-025|SDSS J084753.08+535234.2
GiG,nan,15.0,107.2734689531633,75.35303065959604,0.012999984424649037,0.012999984424649037,124.43927112996748,Sa,IC 2174,IC 2174|UGC 3666|PGC 20252|MCG+13-06-002
G,nan,15.0,104.95845146606851,35.45803915152676,0.010616461847726308,0.006149945017361389,69.82923128156447,SB:c,IC 2175,IC 2175|UGC 3623|PGC 19981|MCG+06-16-007
G,nan,15.0,107.83150223854248,26.37145259297129,0.014999949190993265,0.013166470285668088,9.959617923171857,Sab,IC 2180,IC 2180|UGC 3727|PGC 20344
G,nan,15.0,148.70149642044186,37.686955273944385,0.016166630878595992,0.014499637834289864,12.981075045931858,-4.2,IC 2516,IC 2516|PGC 28589|MCG+06-22-028
GiP,nan,15.0,150.37945533346044,37.2038833147061,0.016166630878595992,0.01566631952189259,19.919235846343714,E,IC 2530,IC 2530|PGC 29019|MCG+06-22-053
GiP,nan,15.0,155.62510891792158,36.599288629754945,0.01833308150595927,0.009166540752979634,92.65801843130672,0,IC 2568,IC 2568|UGC 5603|PGC 30371|MCG+06-23-009
G,nan,15.0,107.72417264592491,50.18527937952894,0.012349835793028492,0.008149909783705615,nan,,IC 462,IC 462|MCG+08-13-092
GiG,nan,15.0,102.79708591454231,33.527072956177996,0.015166435052012315,0.005499903107446624,4.9798089615859285,,NGC 2294,NGC 2294|PGC 19729|MCG+06-15-014
GiP,nan,15.0,115.96595701170365,52.348489082131046,0.006833284099479963,0.00366663764553301,54.833851487125955,,NGC 2429B,NGC 2429B|PGC 21663|MCG+09-13-040
GiP,nan,15.0,119.50171371858724,52.86181877939249,0.017833197036078993,0.015999718130753814,67.59111489433485,-5,NGC 2475,NGC 2475|PGC 22322|MCG+09-13-097
GiG,nan,15.0,124.39598139100794,20.903227049121536,0.018499994253801444,0.01116650551932386,56.84815623563262,S0,NGC 2553,NGC 2553|PGC 23240|MCG+04-20-014
GiG,nan,15.0,131.9896491064442,72.89574716227905,0.020999843490025944,0.017333312566198716,177.25881786858676,S0:,NGC 2641,NGC 2641|UGC 4577|PGC 24722|MCG+12-09-012
rG,15.0,16.0,135.8187897589365,18.261164736640914,0.01116650551932386,0.00733327529106602,76.9912037206993,,NGC 2741,NGC 2741|PGC 25425|SDSS J090316.49+181539.8|SDSS J090316.50+181539.8
Sy2,15.0,15.5625,126.0843768330783,20.533251069707603,0.010999806214893248,0.005333310524721793,90.867525321523,Sa,IC 2348,IC 2348|PGC 23589|MCG+04-20-049|SDSS J082420.24+203159.6
GiP,15.0,14.1875,135.67457714480088,25.938471533558577,0.004999911915860567,0.00449992072427451,51.92430018372743,S0meger ,NGC 2735A,NGC 2735A|PGC 25402|MCG+04-22-003|SDSS J090241.86+255618.3|SDSS J090241.65+255619.3
G,15.0,15.375,132.12569281433252,19.04387880231494,0.014166666112251765,0.004666620028705123,42.971834634808914,,NGC 2667B,NGC 2667B|SDSS J084830.16+190237.9
GiG,15.0,15.5,142.01704982693926,29.991459683266978,0.009666638666271472,0.005499903107446624,151.29666777672304,Sb,IC 2479,IC 2479|PGC 26866|MCG+05-23-002|SDSS J092804.09+295929.1|SDSS J092804.08+295929.1
EmG,15.0,15.1875,124.81603802496369,19.31321194430874,0.009666638666271472,0.006999876682204794,148.61092811204747,Sc ,IC 2290,IC 2290|PGC 23334|SDSS J081915.85+191847.6
G,15.0,15.6875,146.77950850875706,33.50804404915034,0.011499904128185086,0.00733327529106602,18.91208347209038,Sa,IC 2508,IC 2508|PGC 28106|SDSS J094707.07+333028.9
LIN,15.0,15.75,141.79752754701508,23.034316079604366,0.009833124527290522,0.00366663764553301,95.7913813734282,,IC 2474,IC 2474|PGC 26810|MCG+04-22-057|SDSS J092711.41+230203.4|SDSS J092711.40+230203.4
LIN,15.0625,15.25,121.31154992410042,37.47254880570853,0.013166470285668088,0.006833284099479963,120.85828491040006,,IC 2222,IC 2222|PGC 22700|SDSS J080514.77+372821.2|SDSS J080514.76+372821.2
G,15.0625,16.0,147.3125228112065,44.13135145397229,0.01899987872368172,0.004999911915860567,149.50617466693933,3,NGC 3005,NGC 3005|PGC 28232|MCG+07-20-054|SDSS J094914.86+440752.7
rG,15.0625,15.1875,179.81244801433593,42.566982001945604,0.009666638666271472,0.007166575986635407,90.867525321523,S,IC 752,IC 752|PGC 37747|SDSS J115914.99+423400.6
G,nan,15.0625,106.88259771753101,32.46983138964638,0.01549983366087354,0.012666585815787812,179.94455753326233,,IC 2176,IC 2176|PGC 20193|MCG+05-17-011
G,nan,15.0625,110.6804219526788,21.512780451410116,0.01833308150595927,0.011999788598065362,111.90581936148153,,IC 2188,IC 2188
GiG,nan,15.0625,113.41751097953451,31.33439781749646,0.025166258883733448,0.006333292907893906,49.909995435220765,-0.9,IC 2194,IC 2194|PGC 21285|MCG+05-18-020
G,nan,15.0625,157.7935300548604,26.055040664575884,0.009833124527290522,0.00816655836980752,123.54402457507562,-4.2,IC 2583,IC 2583|PGC 31033|MCG+04-25-027
PN,nan,15.0625,98.53066972119666,44.77724829283451,0.006166593603463294,0.006166593603463294,nan,,NGC 2242,NGC 2242
GiG,nan,15.0625,139.25272200567355,20.036462383068635,0.008716602041405074,0.005399904869129413,164.7253661001008,-2.0,NGC 2807,NGC 2807|PGC 26213|MCG+03-24-031
GiG,nan,15.0625,153.37118747295253,38.61983275606842,0.01549983366087354,0.006999876682204794,163.830119545209,-0.6,NGC 3151,NGC 3151|PGC 29796|MCG+07-21-018
G,15.0625,15.5625,120.83383283317141,25.811416354618007,0.009833124527290522,0.007833159760946295,94.89613481853635,S,IC 490,IC 490|PGC 22607|SDSS J080320.11+254841.0|SDSS J080320.11+254841.1
EmG,15.125,15.1875,138.30301152234003,31.809287210109073,0.012666585815787812,0.006833284099479963,17.904931097837046,SBa ,IC 2445,IC 2445|UGC 4854|PGC 25985|MCG+05-22-013|SDSS J091312.57+314827.8|SDSS J091312.59+314828.3
G,15.125,15.6875,178.16316223545306,50.0377643689296,0.026332940571336175,0.024666374413853175,32544.002763428616,SAdm ,NGC 3924,NGC 3924|UGC 6849|PGC 37217|MCG+08-22-026|SDSS J115239.15+500216.0
GiC,15.125,15.25,127.0922395470053,30.443194734593252,0.008833142144118409,0.007999859065376907,160.24913332564157,Sb,IC 2374,IC 2374|MCG+05-20-016|SDSS J082822.13+302635.5
GiG,15.1875,15.25,124.52735324950395,24.79636315904226,0.006333292907893906,0.006166593603463294,89.97227876663116,dEbc ,IC 2268,IC 2268|PGC 23273|SDSS J081806.55+244747.1|SDSS J081806.55+244747.2
G,nan,15.1875,151.694635578903,31.475690525761916,0.015166435052012315,0.009833124527290522,157.563393660966,-4.1,IC 2540,IC 2540|PGC 29389|MCG+05-24-014
IG,nan,15.1875,155.32448497179266,27.93000101627784,0.01116650551932386,0.006999876682204794,69.82923128156447,-0.4,IC 2565,IC 2565|PGC 30288
GiG,nan,15.1875,112.11677658418654,33.83776460114352,0.01566631952189259,0.011333204823754474,52.81954673861929,-0.9,NGC 2385,NGC 2385|PGC 21080|MCG+06-17-008
GiG,nan,15.1875,131.39590076189504,72.99889667912458,0.01754974418552348,0.003166646453946953,24.954997717610382,Sbc,NGC 2630,NGC 2630|NGC 2631|UGC 4547|PGC 24614|MCG+12-09-009
GiG,nan,15.1875,132.50553329445523,19.009767130052605,0.0116666034326157,0.006833284099479963,168.30635231966824,,NGC 2677,NGC 2677|PGC 24821|MCG+03-23-012
GiP,nan,15.1875,138.38792443410162,30.00012377822914,0.0241664899439729,0.004666620028705123,75.64833388836152,4,NGC 2783B,NGC 2783B|UGC 4856|PGC 26012|MCG+05-22-017|SDSS J091333.14+300000.5
GiP,15.1875,14.75,144.0223660464982,24.94893080208012,0.009333240057410246,0.006999876682204794,43.86708118970076,S...,IC 545,IC 545|PGC 27307|MCG+04-23-013|SDSS J093605.38+245656.4
GiG,15.1875,16.0,140.7343539611893,22.68636575271643,0.011499904128185086,0.004166628837119066,61.77201228753781,,IC 2462,IC 2462|PGC 1674360|SDSS J092256.25+224110.8|SDSS J092256.24+224110.8
G,15.1875,15.6875,165.56360789617975,37.96609486003903,0.005499903107446624,0.00366663764553301,66.695868339443,S0 ,IC 2619,IC 2619|PGC 33297|SDSS J110215.25+375757.9
G,15.1875,15.875,158.04324177091604,28.482993622049545,0.004283275661538183,0.003499938341102397,69.82923128156447,dEbc ,NGC 3272,NGC 3272|PGC 31115|SDSS J103210.37+282859.0
G,15.1875,15.0625,152.1237900248332,33.346329075266546,0.008666656283099358,0.00666658479504935,64.9053752296593,,IC 2544,IC 2544|PGC 29491|SDSS J100829.72+332046.9
rG,15.1875,15.25,143.97241004290873,24.89491595857637,0.0133331695900987,0.004166628837119066,23.94784534335705,3,IC 544,IC 544|PGC 27293|MCG+04-23-012|SDSS J093553.37+245341.5|SDSS J093553.37+245341.4
AGN,15.25,15.5,130.97977831690122,11.770980675964534,0.008833142144118409,0.00733327529106602,123.54402457507562,Sc ,NGC 2651,NGC 2651|PGC 24521|SDSS J084355.15+114615.6|SDSS J084355.15+114615.5
G,15.25,15.1875,162.9512381235685,43.764239031367886,0.009833124527290522,0.004166628837119066,30.886006143768906,S...,NGC 3416,NGC 3416|PGC 32588|MCG+07-22-073|SDSS J105148.30+434550.8
GiG,15.25,15.375,139.41995235731213,19.918875553864996,0.0124998865113572,0.003833230228257841,153.9824074413986,S0/Sb,NGC 2812,NGC 2812|PGC 26242|SDSS J091740.78+195507.9
G,15.25,15.1875,126.59016600149604,20.270510767810155,0.010999806214893248,0.0026333047293041955,84.60079943728005,3,IC 2369,IC 2369|PGC 23678|SDSS J082621.63+201614.0|SDSS J082621.61+201614.1
Sy2,15.25,15.6875,154.7042901347772,27.66895972393643,0.007666460456515682,0.004333328141549679,120.85828491040006,,NGC 3196,NGC 3196|PGC 30121|SDSS J101849.03+274008.2
G,nan,15.25,110.68047659419216,21.483386732316966,0.003333292397524675,0.003333292397524675,174.5730782039112,,IC 2187,IC 2187|PGC 20857|MCG+04-18-010
G,nan,15.25,112.57255510750146,24.32774558763501,0.013499868894529313,0.008833142144118409,19.919235846343714,,IC 2191,IC 2191|PGC 21163|MCG+04-18-024
G,nan,15.25,113.54630785671344,23.966339788082152,0.010833320353874198,0.01033322244058236,59.98151917775411,,IC 2198,IC 2198|PGC 21298
G,nan,15.25,128.59783180612945,32.43477202863671,0.01466655058213204,0.010833320353874198,72.96259422368597,,IC 2384,IC 2384|PGC 24062|MCG+06-19-009
GiG,nan,15.25,137.50755403122204,22.85503556672259,0.014999949190993265,0.014999949190993265,129.8107504593186,-4.9,IC 2441,IC 2441|IC 2441D|PGC 25844|MCG+04-22-020
G,nan,15.25,120.97919291908762,26.520588065951216,0.010833320353874198,0.004666620028705123,114.5915590261571,Sb,IC 491A,IC 491A|IC 491|PGC 22631
GiG,nan,15.25,102.74424074093392,33.52518440887249,0.01549983366087354,0.01483303644315109,164.7253661001008,,NGC 2291,NGC 2291|PGC 19719|MCG+06-15-013
G,nan,15.25,112.56728903165138,24.48780253309779,0.01999964766344227,0.012333187206926588,125.33451768485932,,NGC 2398,NGC 2398|PGC 21165|MCG+04-18-023
LSB,nan,15.25,125.33806938322773,20.867493206931325,0.011999788598065362,0.009166540752979634,117.27729869083265,E,NGC 2569,NGC 2569|PGC 23442|MCG+04-20-035
G,nan,15.25,141.4520702391742,11.45422211546875,0.012166487902495974,0.006833284099479963,117.27729869083265,,NGC 2873,NGC 2873|PGC 26742|MCG+02-24-009
PaG,nan,15.25,146.8257625498164,72.98394539503143,0.016666515348476265,0.016666515348476265,44.98613938331558,0.1,NGC 2957,NGC 2957|PGC 28119|MCG+12-10-002
GiG,nan,15.25,151.68769610670626,31.09772493256636,0.0116666034326157,0.010666621049443586,44.98613938331558,-4.2,NGC 3116,NGC 3116|PGC 29383|MCG+05-24-012
GiG,15.25,15.5,147.6643321949755,44.33101837397926,0.005116665461985465,0.003366642930581376,4.9798089615859285,,NGC 3010C,NGC 3010C|PGC 28340|MCG+07-20-067|SDSS J095039.43+441951.8
G,15.3125,15.0,130.30596649490116,19.691138263916567,0.008499956978668746,0.007166575986635407,47.8956906867141,S,NGC 2637,NGC 2637|PGC 24409|SDSS J084113.45+194128.5|SDSS J084113.48+194129.1
G,15.3125,15.1875,148.7351965738067,16.45631115412726,0.016666515348476265,0.016666515348476265,104.74384692234672,,NGC 3048,NGC 3048|NGC 3048W|PGC 28595|SDSS J095456.45+162722.6
IG,15.375,14.1875,150.98827107531864,40.76151028731206,0.04983306018440975,0.03383248828000968,35.80986219567409,Im/BCD ,NGC 3104,NGC 3104|UGC 5414|PGC 29186|MCG+07-21-007|SDSS J100357.18+404541.4
GiP,15.375,14.6875,122.4399108353648,25.88039101995138,0.004666620028705123,0.00373323198994063,44.98613938331558,SB,IC 2229,IC 2229|PGC 22903|MCG+04-19-028|SDSS J080945.54+255249.1
G,15.375,15.1875,178.9736598031234,60.52947793410751,0.012666585815787812,0.006999876682204794,93.55326498619857,4,NGC 3975,NGC 3975|PGC 37480|MCG+10-17-103|SDSS J115553.69+603145.8
GiG,nan,15.375,119.77727087046222,27.46401136015375,0.012166487902495974,0.010166523136151748,70.72447783645633,-2.0,IC 2213,IC 2213|PGC 22372|MCG+05-19-025
GiG,nan,15.375,132.12574745584587,19.043849774010965,0.008949895690243306,0.003216645573105559,44.98613938331558,,IC 2411,IC 2411|PGC 24755|MCG+03-23-009
G,nan,15.375,107.68448241665797,50.2024163241565,0.014166666112251765,0.00816655836980752,177.25881786858676,E/S0,IC 460,IC 460|PGC 20318|MCG+08-13-089
G,nan,15.375,119.67470874988531,56.70125594205858,0.008666656283099358,0.006333292907893906,79.67694338537486,,NGC 2472,NGC 2472|NGC 2473|PGC 22364|MCG+10-12-039
GiC,nan,15.375,125.34383406288723,20.910424360959436,0.0116666034326157,0.006166593603463294,70.72447783645633,4,NGC 2570,NGC 2570|UGC 4354|PGC 23443|MCG+04-20-036
G,nan,15.375,149.72079287103946,31.620309536153172,0.010999806214893248,0.007666460456515682,175.46832475880305,S0,NGC 3071,NGC 3071|PGC 28825
GiG,nan,15.375,153.35956249098518,38.657600287084,0.017333312566198716,0.012833285120218425,153.9824074413986,,NGC 3150,NGC 3150|PGC 29789|MCG+07-21-017
IG,nan,15.375,156.10166487669167,28.025830277880406,0.014166666112251765,0.011499904128185086,56.84815623563262,,NGC 3232,NGC 3232|PGC 30508|MCG+05-25-004
G,15.375,15.5625,152.54228937565819,36.464832940848666,0.007833159760946295,0.005333310524721793,142.34420222780452,SBc ,IC 2549,IC 2549|PGC 29592|SDSS J101010.14+362753.4|SDSS J101010.15+362753.4
GiG,15.375,15.25,124.58217234778247,24.52677730004917,0.00666658479504935,0.00516661122029118,149.50617466693933,dEblue ,IC 2271,IC 2271|PGC 23283|SDSS J081819.69+243136.9
GiG,15.4375,15.1875,144.0159456686784,16.760314336348046,0.008833142144118409,0.00516661122029118,27.976454840370383,,NGC 2923,NGC 2923|PGC 27306|SDSS J093603.82+164537.3
G,15.4375,16.0,133.79835150055516,49.12262488808009,0.007833159760946295,0.005999894299032681,86.83891582450967,,NGC 2688,NGC 2688|PGC 25048|MCG+08-16-040|SDSS J085511.60+490721.3|SDSS J085511.61+490721.4
GiP,15.4375,15.5625,128.3983902823651,29.49927283658131,0.009333240057410246,0.003833230228257841,57.74340279052448,Im/BCD ,NGC 2604B,NGC 2604B|PGC 24004|MCG+05-20-023|SDSS J083335.61+292957.3
GiG,15.4375,16.375,139.19245241643736,30.9109021832936,0.005383256283027508,0.004316572833741992,104.74384692234672,S0,NGC 2796C,NGC 2796C|PGC 1923364|SDSS J091646.19+305439.2
G,15.4375,16.0,123.42093090585367,45.99373913495955,0.009166540752979634,0.008333257674238133,114.5915590261571,S,NGC 2537A,NGC 2537A|PGC 23057|MCG+08-15-051|SDSS J081341.02+455937.4
EmG,15.4375,15.5,124.84319485710365,23.74736733838614,0.008833142144118409,0.00516661122029118,67.59111489433485,Sb ,IC 2288,IC 2288|PGC 23342|MCG+04-20-023|SDSS J081922.38+234450.2
GiC,15.4375,16.125,139.26722932747066,20.09347567961802,0.009166540752979634,0.00666658479504935,74.75308733346967,S0 ,IC 2457,IC 2457|PGC 1616119|SDSS J091704.13+200536.5
GiC,nan,15.5,127.10885056706678,30.407592373544563,0.01483303644315109,0.009999823831721134,63.562505397321516,S0...,IC 2374A,IC 2374A|IC 2376|PGC 23764
GiG,nan,15.5,140.93757940975385,24.518422271146953,0.013833267503390539,0.00816655836980752,91.76277187641486,-2.7,IC 2466,IC 2466|PGC 26629|MCG+04-22-044
GiC,nan,15.5,141.6404741772398,21.38501322524857,0.01033322244058236,0.008499956978668746,3.9726565873325947,,IC 2472,IC 2472|PGC 26779
G,nan,15.5,161.8052689846238,72.32301530980601,0.00583330171630785,0.004666620028705123,164.7253661001008,-4.9,IC 2601,IC 2601|PGC 32187|MCG+12-10-078
GiC,nan,15.5,107.66116415083155,50.177315378956706,0.009833124527290522,0.00816655836980752,0.9931641468331487,E,IC 459,IC 459|PGC 20311
G,nan,15.5,112.12428979227356,69.19244591505506,0.01883296597583954,0.010666621049443586,16.897778723583713,I,NGC 2363,NGC 2363|NGC 2366A|NGC 2366I|UGC 3847|PGC 93088|MCG+12-07-039
GiG,nan,15.5,119.13364848459362,56.68716184670626,0.009999823831721134,0.00583330171630785,154.87765399629046,,NGC 2462,NGC 2462|PGC 22259|MCG+10-12-024
G,nan,15.5,120.13836931150243,39.83980699467016,0.009166540752979634,0.005333310524721793,22.940692969103715,,NGC 2495,NGC 2495|PGC 22457|MCG+07-17-008
GiG,nan,15.5,124.75354179405808,20.93696306097952,0.01033322244058236,0.00666658479504935,125.33451768485932,E,NGC 2556,NGC 2556|PGC 23325
G,nan,15.5,134.24691734410655,51.331955443052706,0.013499868894529313,0.008333257674238133,176.3635713136949,-2,NGC 2694,NGC 2694|PGC 25143|MCG+09-15-056|SDSS J085659.25+511955.0
GiG,nan,15.5,136.16386457618387,18.257351783536755,0.009999823831721134,0.008333257674238133,169.2015988745601,,NGC 2745,NGC 2745|PGC 25478
GiG,nan,15.5,136.32642307843017,18.442188655308335,0.009333240057410246,0.00583330171630785,171.88733853923566,,NGC 2747,NGC 2747|PGC 25507
GiG,nan,15.5,153.3921561537045,38.84321067777908,0.012333187206926588,0.010833320353874198,53.9386049322341,0,NGC 3152,NGC 3152|PGC 29805|MCG+07-21-018a
GiP,15.5,14.875,140.37555046371023,64.23882389874696,0.007833159760946295,0.0026666552623608964,8.952465548918523,BCD ,NGC 2820A,NGC 2820A|IC 2458|PGC 26485|MCG+11-12-005|SDSS J092130.07+641419.5|SDSS J092130.07+641419.3
G,15.5625,15.5625,176.32545885812624,49.570295976850204,0.0116666034326157,0.005999894299032681,82.81030632749633,,IC 731,IC 731|PGC 36626|MCG+08-21-096|SDSS J114518.08+493413.5
G,nan,15.5625,122.73564436604798,25.68470268513594,0.00949993936184086,0.007666460456515682,158.45864021585786,,IC 2230,IC 2230|PGC 22944
G,nan,15.5625,125.18854288191783,19.362336372366762,0.010499921745012972,0.005333310524721793,92.65801843130672,3,IC 2308,IC 2308|PGC 23415|MCG+03-22-001
G,nan,15.5625,131.95706910410325,18.911880273962574,0.008833142144118409,0.008333257674238133,2.993480667919631,,IC 2399,IC 2399|PGC 24709
G,nan,15.5625,138.98996462830317,23.472308790320575,0.011333204823754474,0.00516661122029118,131.60124356910228,,IC 2452,IC 2452|PGC 26129
G,nan,15.5625,148.99382851691837,37.15548459424738,0.0116666034326157,0.008833142144118409,109.66770297425191,,IC 2518,IC 2518|PGC 28659
G,nan,15.5625,161.66157546486508,72.32045398886726,0.01033322244058236,0.0074999745954966324,114.5915590261571,,IC 2600,IC 2600|PGC 32151|MCG+12-10-075
G,nan,15.5625,130.465574355426,19.70250540624276,0.011333204823754474,0.006166593603463294,18.91208347209038,,NGC 2643,NGC 2643|IC 2390|PGC 24434
G,nan,15.5625,147.32226266096293,44.02580112563351,0.013666568198959925,0.004833319333135736,82.81030632749633,,NGC 3006,NGC 3006|PGC 28235|MCG+07-20-055
G,nan,15.5625,173.92455174221854,73.45184067393394,0.01916636458470077,0.009166540752979634,150.40142122183119,,NGC 3736,NGC 3736|UGC 6560|PGC 35835|MCG+12-11-035
G,15.5625,15.5625,125.18183563615287,18.39789146344622,0.012666585815787812,0.004166628837119066,5.986961335839262,Sb ,IC 2309,IC 2309|PGC 23416|SDSS J082043.60+182352.2
G,15.5625,15.6875,125.8343782490775,18.535138992175742,0.007999859065376907,0.004333328141549679,45.88138593820743,,IC 2336,IC 2336|IC 2337|PGC 23529|SDSS J082320.28+183206.7
G,15.625,nan,149.65850154580895,28.871096923520692,0.003999929532688453,0.003366642930581376,109.66770297425191,E,NGC 3068B,NGC 3068B|PGC 87670
G,15.625,15.375,118.02181663112067,23.480983130566493,0.01916636458470077,0.01916636458470077,29.990759588877054,,IC 477,IC 477|PGC 22037|PGC 2807169|MCG+04-19-006|SDSS J075205.22+232851.5
G,nan,15.6875,106.9068585494629,32.51251665686437,0.009833124527290522,0.00583330171630785,139.65846256312895,,IC 2178,IC 2178|PGC 20196
